Fe,mass,Pd,Pt
0.030439,0.11663,0.15711,0.16684
0.031581,0.11877,0.16658,0.14914
0.033778,0.12211,0.17247,0.13743
0.036076,0.12435,0.17531,0.13136
0.038879,0.12698,0.17354,0.12741
0.041456,0.13033,0.17187,0.12282
0.044046,0.13245,0.16771,0.11665
0.046302,0.1361,0.16481,0.1068
0.048368,0.14083,0.16247,0.095302
0.0502,0.14429,0.15929,0.081742
0.051033,0.14726,0.15469,0.069116
0.052069,0.15138,0.14913,0.057952
0.053578,0.15553,0.14339,0.050039
0.056271,0.15853,0.13721,0.044727
0.062011,0.16172,0.13503,0.043462
0.070935,0.16348,0.13526,0.044447
0.083563,0.16578,0.14057,0.047733
0.099479,0.16944,0.15022,0.053116
0.11649,0.17474,0.16638,0.058888
0.13344,0.18106,0.18857,0.063568
0.14634,0.19047,0.21613,0.066264
0.15577,0.20094,0.24824,0.067514
0.1614,0.21298,0.2822,0.068035
0.16372,0.22509,0.31399,0.06995
0.16573,0.23775,0.34223,0.073866
0.16673,0.25428,0.36534,0.079188
0.172,0.27487,0.38378,0.086089
0.1783,0.30002,0.40086,0.095119
0.19082,0.32469,0.41752,0.10415
0.20663,0.35011,0.43727,0.11456
0.22662,0.37683,0.46062,0.12696
0.25428,0.40376,0.49389,0.14105
0.2876,0.43283,0.53496,0.15659
0.32903,0.4601,0.58461,0.17468
0.37435,0.48723,0.65306,0.19312
0.42805,0.51707,0.74238,0.21353
0.48426,0.55332,0.85934,0.23683
0.54287,0.59199,1.0001,0.26077
0.60276,0.62758,1.1592,0.28391
0.66846,0.67045,1.3317,0.30638
0.73306,0.70915,1.5083,0.32328
0.8019,0.75333,1.6851,0.33815
0.87533,0.79702,1.8457,0.35021
0.94653,0.83494,1.9818,0.36189
1.0159,0.86733,2.0927,0.37724
1.074,0.9054,2.1892,0.40448
1.1093,0.94659,2.268,0.44755
1.1189,0.99695,2.3408,0.50139
1.0982,1.0503,2.396,0.57805
1.0581,1.0962,2.4298,0.65903
1.0261,1.1433,2.4995,0.75581
1.0262,1.2125,2.6486,0.85011
1.0796,1.2922,2.9209,0.97203
1.1836,1.4657,3.2938,1.1411
1.447,1.7434,4.2342,1.6141
1.3978,1.556,3.8614,1.6743
0.30257,0.22813,0.46994,0.095704
0.27049,0.14032,0.4184,0.036313
0.0084467,0.022333,0.010109,0.0038337
0.0083773,0.033338,0.0097251,0.0039778
0.0067073,0.027495,0.010714,0.0033402
0.0034859,0.009322,0.0073558,0.0019819
0.0010422,0.0012443,0.0018277,0.00086209
0.0010872,0.001299,0.0016977,0.00077868
0.0011172,0.0013398,0.0015551,0.00066796
0.0011259,0.0014004,0.001408,0.00058344
0.0011224,0.0014639,0.0012847,0.00050325
0.001114,0.0015505,0.001176,0.0004496
0.0011089,0.0016704,0.0010934,0.00041009
0.0011122,0.0018226,0.0010329,0.00038353
0.0011251,0.0020223,0.00098924,0.00037051
0.0011535,0.0023543,0.00096143,0.00037068
0.0011831,0.0026925,0.00093895,0.00038068
0.0010006,0.0020784,0.0008879,0.00032403
0.043928,0.043305,0.074082,0.021637
0.041537,0.041131,0.072499,0.019502
0.038743,0.039474,0.071847,0.017629
0.035776,0.037962,0.071725,0.015991
0.032586,0.036689,0.071578,0.014568
0.029106,0.035405,0.071546,0.013575
0.025599,0.0342,0.071396,0.012589
0.022084,0.032933,0.071528,0.011731
0.019008,0.031819,0.072954,0.010969
0.016483,0.030986,0.075135,0.010271
0.031412,0.038335,0.1208,0.022844
0.084679,0.07563,0.23948,0.076595
0.087364,0.072255,0.25605,0.070429
0.077306,0.067935,0.24274,0.052286
0.087139,0.078803,0.31314,0.052906
0.11534,0.094126,0.41343,0.058047
0.17055,0.1552,0.60707,0.18048
0.17293,0.17951,0.58501,0.21115
0.16778,0.1706,0.49033,0.1588
0.16266,0.15819,0.41097,0.12823
0.16099,0.15046,0.35059,0.11129
0.15605,0.14241,0.30273,0.10384
0.14912,0.13615,0.26733,0.10323
0.14177,0.1302,0.24173,0.10739
0.1349,0.12493,0.22452,0.11425
0.1291,0.12037,0.21159,0.11923
0.12608,0.11402,0.2011,0.12004
0.12624,0.10896,0.19334,0.11611
0.12724,0.1033,0.18459,0.1069
0.13027,0.10073,0.17655,0.095281
0.13143,0.098772,0.16912,0.083627
0.12956,0.097726,0.16139,0.073096
0.12393,0.096815,0.15414,0.06571
0.11522,0.095706,0.14911,0.061431
0.10456,0.094863,0.14513,0.060656
0.094006,0.093194,0.14362,0.061979
0.084403,0.092559,0.14352,0.065281
0.076929,0.092114,0.14603,0.069486
0.07118,0.092023,0.14915,0.07429
0.066922,0.093445,0.15344,0.079621
0.064612,0.09454,0.1566,0.085808
0.06221,0.094337,0.15919,0.094429
0.060378,0.095197,0.15876,0.10765
0.058141,0.097846,0.1571,0.12644
0.055592,0.10109,0.15259,0.15158
0.052339,0.10323,0.14715,0.18522
0.048507,0.105,0.1428,0.22186
0.044486,0.10638,0.13932,0.25543
0.040042,0.10846,0.13872,0.27853
0.035918,0.10819,0.13953,0.2798
0.032417,0.10767,0.14395,0.25872
0.029966,0.10849,0.15022,0.22715
0.028555,0.11083,0.15966,0.19226
0.028002,0.11334,0.17034,0.16228
0.028911,0.1155,0.18217,0.13914
0.030681,0.11826,0.19192,0.12451
0.033738,0.12139,0.20002,0.11656
0.037601,0.12399,0.2055,0.11242
0.041904,0.12681,0.20633,0.11083
0.045855,0.12887,0.20806,0.10763
0.049378,0.13211,0.20814,0.1027
0.052175,0.13627,0.20798,0.094428
0.053828,0.13998,0.20758,0.085499
0.054749,0.14292,0.20456,0.074536
0.05486,0.14469,0.19737,0.063681
0.0547,0.1492,0.18759,0.054903
0.055541,0.1535,0.17725,0.04753
0.058394,0.15815,0.16806,0.042815
0.063984,0.16002,0.16288,0.040716
0.073343,0.16058,0.1617,0.041548
0.086302,0.16436,0.16619,0.044454
0.1028,0.17042,0.17642,0.049113
0.12075,0.17707,0.19365,0.054914
0.13788,0.1851,0.21575,0.059902
0.15294,0.19405,0.24402,0.063112
0.16316,0.20516,0.27539,0.06462
0.17078,0.21695,0.30753,0.065432
0.17469,0.22734,0.33978,0.066243
0.17932,0.23891,0.3697,0.069043
0.18601,0.25499,0.39701,0.072918
0.19562,0.27179,0.41885,0.077482
0.20869,0.29289,0.43972,0.082417
0.22647,0.31809,0.46099,0.088721
0.2468,0.34457,0.4842,0.096377
0.27082,0.37097,0.51241,0.10518
0.29706,0.39956,0.54192,0.11643
0.32766,0.42834,0.57844,0.12976
0.36408,0.4544,0.62155,0.14583
0.40312,0.48193,0.67843,0.16371
0.4476,0.51274,0.7581,0.18544
0.49663,0.5463,0.85833,0.20871
0.55204,0.58456,0.99106,0.23238
0.60922,0.62172,1.1453,0.2546
0.66858,0.65957,1.3224,0.27232
0.72558,0.69218,1.511,0.28429
0.78186,0.73667,1.706,0.29432
0.8374,0.76971,1.897,0.30314
0.89368,0.80436,2.0643,0.3151
0.95266,0.83627,2.202,0.33349
1.0017,0.87008,2.3029,0.35908
1.038,0.90203,2.3667,0.3993
1.0528,0.94279,2.4134,0.44659
1.0398,0.97724,2.4422,0.50128
1.0019,1.0098,2.4544,0.55592
0.95308,1.04,2.4684,0.61942
0.92179,1.0768,2.5369,0.69395
0.92173,1.1325,2.7048,0.78608
0.96553,1.2293,2.9834,0.90381
1.0797,1.4495,3.4073,1.1082
1.3646,1.7577,4.5514,1.6276
1.1186,1.4047,3.1091,1.605
0.32977,0.25534,0.52992,0.14952
0.066613,0.06045,0.10939,0.016494
0.0058392,0.017351,0.0082178,0.0036965
0.0088357,0.048588,0.012138,0.0045076
0.012811,0.094033,0.018408,0.0049017
0.0022075,0.0058329,0.0034098,0.0013077
0.001007,0.0012153,0.0018166,0.00064206
0.001018,0.0012519,0.0016702,0.00052992
0.0010142,0.0012966,0.0015329,0.00044183
0.0010046,0.0013373,0.0014181,0.00037502
0.00099171,0.0014027,0.0013261,0.0003268
0.00098586,0.0014866,0.0012486,0.00029703
0.00098645,0.0015982,0.0011954,0.00028178
0.00099484,0.0017352,0.0011559,0.0002782
0.0010065,0.001883,0.001125,0.00028399
0.0010201,0.0020373,0.0010909,0.00029762
0.00105,0.0022709,0.0010474,0.00030877
0.047839,0.046646,0.093008,0.023268
0.046105,0.044124,0.089893,0.021099
0.04372,0.041931,0.08847,0.018893
0.041146,0.040087,0.087898,0.016886
0.038181,0.038616,0.086727,0.014987
0.034727,0.037365,0.085572,0.013523
0.031067,0.036045,0.08425,0.012334
0.027246,0.034885,0.082433,0.011356
0.037176,0.036881,0.10738,0.017755
0.072617,0.042494,0.17624,0.041772
0.098853,0.061371,0.23577,0.067136
0.091622,0.079325,0.24759,0.06431
0.079865,0.073352,0.23831,0.048537
0.079083,0.073946,0.25624,0.041577
0.12235,0.10494,0.44934,0.055727
0.16402,0.15283,0.60808,0.13423
0.17671,0.18681,0.63925,0.192
0.17756,0.1774,0.54824,0.13608
0.18122,0.1659,0.47629,0.10761
0.18634,0.15817,0.41335,0.091575
0.19002,0.15011,0.36342,0.084617
0.18945,0.14378,0.32538,0.084673
0.1849,0.13859,0.29582,0.091633
0.17708,0.13184,0.27375,0.10165
0.16919,0.12716,0.2587,0.11057
0.16135,0.12141,0.24711,0.11388
0.15666,0.11598,0.23694,0.1122
0.15641,0.1112,0.22963,0.10446
0.15739,0.10698,0.22223,0.094348
0.16001,0.10509,0.2146,0.084728
0.16037,0.10338,0.20693,0.074834
0.15705,0.10173,0.20048,0.067921
0.14912,0.099397,0.19466,0.063149
0.13576,0.097718,0.18812,0.060627
0.12109,0.096076,0.18211,0.060317
0.10662,0.094194,0.1767,0.061763
0.094475,0.093499,0.1716,0.065367
0.085573,0.092328,0.16875,0.069042
0.079509,0.093316,0.1677,0.073387
0.075731,0.094078,0.16828,0.077887
0.072927,0.093691,0.17053,0.0838
0.07025,0.093618,0.17288,0.092204
0.066897,0.095559,0.1734,0.1052
0.063189,0.098248,0.17288,0.12333
0.058417,0.10093,0.17023,0.14834
0.05396,0.10362,0.16717,0.17986
0.049242,0.1054,0.16547,0.213
0.044518,0.10717,0.16549,0.24135
0.040357,0.10774,0.16727,0.25605
0.036546,0.10737,0.17102,0.25268
0.03354,0.1078,0.17665,0.23137
0.031344,0.10907,0.18399,0.2014
0.030114,0.11102,0.19185,0.16859
0.03009,0.11282,0.20143,0.14018
0.031247,0.11491,0.2111,0.12072
0.033873,0.11828,0.21981,0.10886
0.037776,0.12135,0.22785,0.10383
0.042953,0.12389,0.23499,0.10191
0.048709,0.12606,0.24067,0.10133
0.05416,0.12879,0.24637,0.10005
0.059066,0.13205,0.25295,0.095845
0.061655,0.1357,0.25705,0.089703
0.063109,0.13857,0.2589,0.082001
0.063393,0.141,0.2556,0.073644
0.062891,0.14295,0.2466,0.065223
0.062214,0.14649,0.23294,0.057722
0.062589,0.15115,0.21812,0.051487
0.065256,0.15548,0.20573,0.04673
0.070376,0.15811,0.19752,0.044288
0.079394,0.16101,0.19556,0.044146
0.091851,0.16587,0.20047,0.046288
0.10775,0.17229,0.21094,0.04988
0.1254,0.18002,0.22734,0.054535
0.1424,0.18989,0.24881,0.058625
0.15887,0.20053,0.27354,0.061597
0.17025,0.2115,0.30176,0.063235
0.18008,0.22223,0.33081,0.064678
0.18943,0.2327,0.36169,0.066258
0.19897,0.24369,0.39199,0.068148
0.21293,0.25632,0.42158,0.070583
0.23007,0.27226,0.45214,0.073338
0.25232,0.29076,0.47968,0.076072
0.27675,0.31308,0.5076,0.078866
0.30129,0.34142,0.53775,0.083093
0.32582,0.36922,0.56704,0.089003
0.34769,0.40024,0.59739,0.096886
0.37129,0.42651,0.62775,0.10781
0.3959,0.45248,0.66179,0.12261
0.42517,0.48089,0.70825,0.14018
0.45966,0.51036,0.77253,0.16144
0.50188,0.54089,0.85886,0.18472
0.55105,0.57706,0.97248,0.20642
0.60775,0.61421,1.1172,0.22515
0.66676,0.64658,1.2849,0.23894
0.72281,0.68029,1.4744,0.24871
0.77573,0.71807,1.6851,0.25585
0.82342,0.75008,1.8983,0.26422
0.86549,0.77633,2.0931,0.27776
0.90861,0.81188,2.2531,0.3006
0.95072,0.8414,2.3683,0.33187
0.98428,0.87165,2.4286,0.37185
0.99959,0.90002,2.4593,0.41679
0.99448,0.92274,2.4742,0.45841
0.96587,0.94535,2.4638,0.50281
0.91651,0.96352,2.4557,0.53491
0.86179,0.96923,2.4622,0.57604
0.8379,1.0135,2.556,0.6436
0.85279,1.0957,2.7592,0.73941
0.91369,1.2252,3.0694,0.89045
1.0484,1.4679,3.5288,1.1377
1.3758,1.8321,4.9052,1.7158
0.95136,1.1939,2.5025,1.4352
0.44241,0.31668,0.72345,0.25682
0.013757,0.023948,0.021623,0.0063423
0.0067991,0.027423,0.0099031,0.0038501
0.010773,0.07043,0.015357,0.004337
0.0074106,0.045943,0.0088208,0.0026785
0.002914,0.010541,0.0032087,0.0011186
0.0014603,0.0027028,0.0020935,0.0005399
0.00098106,0.0012048,0.0016052,0.00032881
0.00096341,0.0012493,0.0015117,0.00027337
0.00095499,0.0013078,0.0014357,0.00023975
0.0009511,0.0013931,0.0013743,0.00022396
0.00095062,0.0014879,0.0013336,0.00021801
0.00095653,0.0015983,0.0012955,0.0002246
0.00096361,0.0016973,0.0012597,0.00023939
0.00096929,0.0017845,0.0012096,0.00025543
0.00098724,0.0019083,0.0011453,0.00026643
0.052027,0.048692,0.11127,0.024524
0.051361,0.046246,0.10558,0.022262
0.050013,0.04405,0.10193,0.019969
0.048162,0.042279,0.099616,0.01766
0.045689,0.040743,0.096715,0.01556
0.042633,0.039518,0.094015,0.013797
0.048162,0.039944,0.10419,0.016071
0.094718,0.045551,0.16439,0.037811
0.13896,0.049849,0.22245,0.064128
0.10606,0.048257,0.20418,0.049765
0.10457,0.079663,0.22258,0.058247
0.093985,0.082029,0.21923,0.049446
0.085639,0.077161,0.21483,0.039166
0.12936,0.10591,0.37771,0.052733
0.16947,0.15514,0.56169,0.11501
0.18592,0.20034,0.64637,0.20069
0.18754,0.18739,0.56688,0.13428
0.19715,0.17912,0.50822,0.10159
0.20828,0.16752,0.45489,0.080737
0.2213,0.16213,0.4114,0.071026
0.22919,0.15358,0.37547,0.068375
0.23041,0.14763,0.34833,0.073081
0.22544,0.14065,0.32699,0.080558
0.21698,0.13411,0.30909,0.090707
0.20669,0.12977,0.29678,0.098038
0.19663,0.12325,0.28614,0.099749
0.19169,0.11893,0.27918,0.096192
0.18686,0.11448,0.27144,0.0882
0.1862,0.11202,0.26479,0.079135
0.18718,0.11014,0.25859,0.071231
0.18617,0.10828,0.2524,0.066693
0.18052,0.10514,0.24677,0.063191
0.17083,0.10192,0.24111,0.061325
0.15593,0.1005,0.23237,0.061036
0.13789,0.098463,0.22271,0.06146
0.1218,0.097951,0.21149,0.063158
0.10837,0.096442,0.20032,0.065596
0.098962,0.09644,0.19053,0.068778
0.092531,0.096689,0.18413,0.071829
0.088385,0.09627,0.17971,0.076411
0.085143,0.094873,0.17943,0.082721
0.081078,0.094407,0.18075,0.091831
0.076532,0.09659,0.18359,0.10645
0.071088,0.099084,0.18526,0.12626
0.064631,0.10065,0.18653,0.15152
0.058269,0.10242,0.18829,0.18012
0.052473,0.10463,0.19131,0.2086
0.047327,0.10599,0.19686,0.22712
0.043259,0.10706,0.20389,0.23478
0.040124,0.10802,0.21217,0.22843
0.03768,0.11007,0.21959,0.20862
0.036237,0.11149,0.22687,0.18074
0.0356,0.11258,0.23275,0.15354
0.036242,0.11416,0.23877,0.1294
0.038017,0.11563,0.2452,0.11272
0.041417,0.11879,0.25119,0.10361
0.046357,0.12108,0.25804,0.099648
0.052766,0.12374,0.26623,0.099604
0.059706,0.12649,0.2761,0.10074
0.066278,0.12902,0.28723,0.10146
0.071533,0.13183,0.29986,0.098595
0.074895,0.13479,0.30975,0.093796
0.076373,0.13734,0.31489,0.087744
0.07649,0.13915,0.31338,0.080772
0.075999,0.14189,0.301,0.07392
0.075578,0.14473,0.28381,0.067472
0.076071,0.14805,0.26564,0.062024
0.077672,0.15217,0.25073,0.057272
0.082806,0.15656,0.2426,0.054305
0.090097,0.1613,0.24146,0.052927
0.10141,0.16725,0.24588,0.053174
0.11619,0.1749,0.25719,0.05531
0.13173,0.1847,0.27267,0.057907
0.14883,0.19552,0.29224,0.060666
0.1644,0.20729,0.31386,0.062708
0.17934,0.21894,0.33677,0.064845
0.19185,0.22953,0.36034,0.066862
0.20631,0.24026,0.38755,0.06956
0.22314,0.24996,0.41779,0.071916
0.24583,0.25972,0.45008,0.07367
0.27368,0.2721,0.48688,0.073817
0.30481,0.2904,0.52344,0.073923
0.33664,0.31292,0.55895,0.074261
0.36363,0.33955,0.59466,0.074612
0.38529,0.36733,0.62374,0.077162
0.40144,0.39798,0.65198,0.082207
0.41066,0.42709,0.67815,0.091032
0.42274,0.45259,0.70523,0.10408
0.43897,0.48031,0.7394,0.12211
0.4604,0.50819,0.78696,0.14319
0.49565,0.54307,0.86011,0.16508
0.54135,0.57399,0.95402,0.18555
0.59861,0.60898,1.0771,0.20382
0.66169,0.63414,1.2301,0.21674
0.72275,0.6683,1.4107,0.22376
0.77687,0.69935,1.6157,0.23213
0.82183,0.72807,1.8347,0.24281
0.85639,0.75628,2.0483,0.261
0.88714,0.78627,2.2255,0.28829
0.91551,0.81313,2.3575,0.32484
0.93794,0.84311,2.4354,0.36734
0.95713,0.86228,2.4529,0.41083
0.95538,0.87517,2.4497,0.44611
0.93189,0.89139,2.4392,0.47098
0.89284,0.89422,2.4205,0.48957
0.84136,0.89776,2.4158,0.50754
0.79781,0.92229,2.4296,0.53734
0.78952,0.99087,2.5559,0.60579
0.82586,1.0832,2.7913,0.71334
0.91933,1.2491,3.1288,0.8877
1.0905,1.4991,3.6434,1.173
1.4947,1.879,5.2643,1.8041
0.97648,1.025,2.2193,1.2642
0.20125,0.21181,0.28695,0.20381
0.0061875,0.019145,0.0082565,0.0038785
0.0086518,0.04487,0.011701,0.0033571
0.010222,0.067318,0.01336,0.0029103
0.0035017,0.014636,0.0034224,0.0010849
0.0039658,0.017841,0.0034696,0.00090927
0.0024734,0.0074654,0.0025754,0.00050898
0.0012058,0.0018024,0.0017043,0.000245
0.00099007,0.0012574,0.0014846,0.00019142
0.00098801,0.0013581,0.0014408,0.0001827
0.00099074,0.0014402,0.0014073,0.00018675
0.0009908,0.0015099,0.0013738,0.00020378
0.00098917,0.0015781,0.001325,0.00022373
0.00099376,0.0016357,0.0012687,0.00024132
0.0010096,0.0017332,0.0011886,0.00025536
0.05703,0.050727,0.12637,0.024266
0.057454,0.048269,0.11715,0.022444
0.05714,0.046135,0.11019,0.020548
0.056149,0.044474,0.1051,0.018446
0.054349,0.042748,0.10008,0.016477
0.11111,0.048713,0.15643,0.037135
0.21037,0.055773,0.23959,0.079619
0.16923,0.05427,0.21441,0.06267
0.13165,0.052653,0.19162,0.04873
0.11505,0.05935,0.18441,0.044508
0.11699,0.091391,0.19887,0.052726
0.10995,0.087529,0.19919,0.044114
0.14175,0.10547,0.28825,0.050657
0.18442,0.15871,0.49292,0.10658
0.20154,0.2152,0.61131,0.23312
0.20318,0.20074,0.55729,0.1568
0.21165,0.19349,0.5116,0.11108
0.2268,0.18302,0.47605,0.084133
0.24502,0.17585,0.43978,0.067154
0.26067,0.16797,0.41396,0.060352
0.26988,0.16057,0.39169,0.059134
0.27129,0.15293,0.37294,0.062968
0.26659,0.14484,0.35929,0.068682
0.25545,0.14076,0.34764,0.075986
0.24475,0.13448,0.33903,0.079805
0.23196,0.12863,0.33064,0.080343
0.22233,0.12461,0.32522,0.076298
0.21387,0.12015,0.31878,0.069912
0.21009,0.11787,0.3136,0.064083
0.20721,0.11558,0.30871,0.059868
0.20472,0.11343,0.30399,0.058454
0.19845,0.10934,0.29714,0.058673
0.18848,0.10736,0.29054,0.060352
0.17363,0.10543,0.27753,0.062116
0.1562,0.10365,0.26257,0.063894
0.14139,0.10232,0.24414,0.065408
0.12753,0.10054,0.22558,0.066783
0.11748,0.10128,0.20796,0.068928
0.11049,0.10031,0.19509,0.071769
0.10553,0.099157,0.18725,0.076361
0.10123,0.098926,0.18453,0.084033
0.095799,0.099205,0.18667,0.095805
0.090192,0.10053,0.19026,0.11251
0.08228,0.10154,0.19576,0.13413
0.074281,0.10172,0.20108,0.15929
0.066681,0.10277,0.20933,0.18487
0.059487,0.10393,0.21924,0.20507
0.053776,0.10584,0.23143,0.21649
0.04942,0.10765,0.24676,0.21754
0.047019,0.10971,0.25982,0.20925
0.045162,0.11242,0.27091,0.19284
0.045046,0.11465,0.278,0.17179
0.045261,0.1156,0.28307,0.14912
0.046846,0.11646,0.28368,0.12992
0.049849,0.11831,0.28687,0.11665
0.054335,0.12074,0.29046,0.10897
0.059915,0.12308,0.29562,0.1063
0.06704,0.126,0.30592,0.10786
0.074335,0.12814,0.31854,0.11012
0.081021,0.13008,0.33573,0.1112
0.086628,0.13371,0.35283,0.11228
0.090096,0.13602,0.36937,0.10797
0.092267,0.13797,0.37787,0.10211
0.093324,0.13845,0.3758,0.095352
0.094352,0.14049,0.36362,0.088967
0.094371,0.14334,0.34432,0.08348
0.095666,0.14618,0.3254,0.078333
0.096835,0.14903,0.31039,0.074417
0.10112,0.15455,0.30472,0.070113
0.10679,0.16192,0.30537,0.067222
0.11541,0.17015,0.3124,0.065979
0.12757,0.18067,0.32492,0.065215
0.14114,0.19231,0.33951,0.065162
0.15748,0.20317,0.35584,0.066547
0.17294,0.21586,0.37247,0.067984
0.18968,0.22739,0.3898,0.070339
0.20543,0.23828,0.40682,0.073462
0.22608,0.24842,0.42921,0.077349
0.25047,0.25777,0.45595,0.080017
0.28228,0.26432,0.48992,0.081064
0.31844,0.27555,0.53005,0.079926
0.35923,0.29399,0.57377,0.076599
0.39598,0.3176,0.61476,0.07265
0.4233,0.341,0.65086,0.070002
0.43965,0.36845,0.68323,0.069751
0.44605,0.39585,0.70511,0.07247
0.44389,0.42371,0.72512,0.079486
0.44066,0.45231,0.74697,0.090602
0.44429,0.48255,0.77478,0.10737
0.45559,0.51419,0.81299,0.12751
0.48126,0.54554,0.86468,0.15063
0.52418,0.57328,0.94275,0.17118
0.58113,0.60417,1.0423,0.18886
0.64813,0.62808,1.1753,0.20253
0.71418,0.6586,1.3377,0.21384
0.77588,0.68497,1.5232,0.22654
0.82178,0.71182,1.7378,0.24073
0.85177,0.74629,1.9503,0.26551
0.87169,0.76833,2.1344,0.29794
0.88645,0.79202,2.2743,0.33853
0.89838,0.81009,2.3541,0.38085
0.90706,0.82296,2.3877,0.42038
0.90785,0.83461,2.377,0.44838
0.89566,0.84071,2.353,0.46266
0.86879,0.83587,2.3314,0.46645
0.82361,0.84197,2.3238,0.46506
0.78688,0.86823,2.333,0.47174
0.76582,0.91761,2.3832,0.5021
0.78746,0.9971,2.5336,0.57191
0.85806,1.1136,2.8007,0.69326
0.99316,1.2726,3.1713,0.88046
1.2335,1.5202,3.8511,1.192
1.7154,1.9262,5.5985,1.8229
1.0509,0.88066,1.945,1.0194
0.064501,0.12176,0.071383,0.12404
0.0092148,0.0411,0.010456,0.0053806
0.011318,0.071534,0.014223,0.002566
0.0044545,0.019635,0.0045299,0.001044
0.0033381,0.012717,0.0029918,0.0006747
0.0037552,0.015717,0.0030601,0.0005915
0.0042248,0.018968,0.00316,0.00054032
0.0021856,0.0055796,0.0021452,0.00029874
0.0010838,0.0013375,0.0014502,0.00017051
0.0010833,0.0013896,0.0014182,0.00018402
0.0010776,0.0014419,0.0013774,0.00020642
0.0010733,0.0014995,0.0013271,0.00023171
0.0010748,0.0015528,0.001267,0.0002508
0.0010794,0.0016369,0.0011733,0.00026464
0.062653,0.053566,0.13694,0.022694
0.064002,0.050784,0.12413,0.021701
0.064761,0.048263,0.11351,0.020625
0.11171,0.051862,0.15081,0.037349
0.22142,0.059016,0.22664,0.081022
0.23312,0.059921,0.23118,0.082416
0.192,0.058473,0.20426,0.063032
0.16141,0.056598,0.18238,0.050498
0.13495,0.054292,0.16405,0.04149
0.13215,0.075636,0.16816,0.045448
0.14131,0.098249,0.1881,0.049789
0.16319,0.10446,0.22611,0.049432
0.19569,0.15159,0.38661,0.090407
0.22653,0.23196,0.57423,0.27166
0.22,0.213,0.53289,0.19021
0.22766,0.20361,0.50465,0.1361
0.24148,0.19717,0.48313,0.099394
0.26196,0.18578,0.46355,0.075099
0.2812,0.18109,0.44272,0.060832
0.29599,0.17226,0.42659,0.054367
0.30375,0.16651,0.41452,0.052098
0.30359,0.15927,0.40343,0.053422
0.29808,0.15429,0.3951,0.056322
0.28712,0.14982,0.38932,0.059287
0.27463,0.14315,0.38374,0.061105
0.25987,0.13804,0.37924,0.060576
0.24683,0.13255,0.37589,0.057724
0.23566,0.12828,0.3714,0.05403
0.22706,0.12559,0.36611,0.050983
0.22201,0.12223,0.36065,0.050422
0.21781,0.1182,0.3556,0.05178
0.21192,0.115,0.34701,0.055585
0.20445,0.11299,0.3362,0.059852
0.19194,0.11019,0.31737,0.063737
0.17848,0.10905,0.2943,0.066805
0.16428,0.10605,0.26837,0.068245
0.15114,0.10605,0.24271,0.069893
0.14063,0.10614,0.2201,0.071202
0.13314,0.10564,0.20337,0.07456
0.12619,0.10494,0.19367,0.079767
0.12003,0.1043,0.1893,0.089368
0.11381,0.1048,0.19211,0.10336
0.10614,0.10534,0.19759,0.12183
0.097951,0.1054,0.20665,0.14539
0.088716,0.10524,0.21756,0.16985
0.079891,0.10535,0.23193,0.1898
0.071572,0.10637,0.24939,0.20245
0.065315,0.10778,0.26863,0.20808
0.061091,0.10883,0.29326,0.20487
0.058768,0.1119,0.31266,0.19772
0.05768,0.1149,0.32785,0.18469
0.058375,0.11744,0.33821,0.17035
0.059989,0.11955,0.34148,0.15391
0.063114,0.12081,0.34124,0.13955
0.067297,0.12279,0.34254,0.12965
0.072407,0.12392,0.34488,0.12356
0.078564,0.12594,0.35035,0.12218
0.085043,0.12851,0.36248,0.12452
0.091384,0.13013,0.37851,0.12907
0.097022,0.1331,0.40078,0.13227
0.10239,0.13607,0.42356,0.13364
0.10554,0.13835,0.44398,0.13143
0.10911,0.13882,0.45715,0.12584
0.11159,0.13925,0.45609,0.11889
0.11438,0.1408,0.44342,0.11165
0.11738,0.14233,0.42485,0.10519
0.12,0.14456,0.40872,0.099973
0.1222,0.14845,0.39706,0.095791
0.12423,0.15471,0.39521,0.091405
