Fe,mass,Pd,Pt
0.77746,0.51046,1.9747,0.32545
0.79458,0.48172,2.0086,0.30416
0.81112,0.4585,2.0267,0.27652
0.84034,0.43547,2.0136,0.25226
0.86657,0.42301,1.9696,0.22921
0.89244,0.4167,1.8949,0.21654
0.9023,0.41424,1.7961,0.21321
0.89578,0.41273,1.6951,0.21952
0.87124,0.40946,1.6218,0.23182
0.83122,0.40632,1.5724,0.24363
0.79087,0.40636,1.5572,0.25115
0.75687,0.40945,1.5698,0.25298
0.74223,0.41812,1.6003,0.25086
0.73773,0.42309,1.6427,0.24788
0.74531,0.4378,1.682,0.2511
0.74555,0.44514,1.7142,0.26187
0.7356,0.45208,1.7522,0.27949
0.71702,0.46051,1.8018,0.30522
0.70059,0.47251,1.8647,0.33854
0.69388,0.48314,1.9445,0.37427
0.70942,0.49142,2.0508,0.41118
0.75066,0.49914,2.1692,0.44627
0.81219,0.50582,2.3042,0.46676
0.89454,0.52546,2.4731,0.47669
0.98928,0.541,2.6644,0.47528
1.0896,0.5522,2.8901,0.46341
1.1764,0.57063,3.1578,0.44344
1.2447,0.59145,3.4556,0.42467
1.2931,0.60836,3.7683,0.40427
1.3119,0.62713,4.0992,0.38575
1.3268,0.64841,4.4113,0.37129
1.3466,0.67099,4.7054,0.36095
1.3922,0.69231,4.9661,0.35456
1.472,0.72896,5.2161,0.35223
1.6053,0.77317,5.4407,0.35425
1.7902,0.82695,5.7007,0.35439
2.0224,0.88711,5.9834,0.35649
2.3044,0.95388,6.3108,0.35501
2.6098,1.0256,6.6795,0.35002
2.9371,1.0962,7.0381,0.34438
3.2585,1.1675,7.3412,0.34233
3.5802,1.2369,7.546,0.34162
3.8756,1.2968,7.6574,0.34757
4.1556,1.3421,7.6524,0.35597
4.4076,1.3822,7.5989,0.36039
4.6569,1.429,7.5136,0.3567
4.8861,1.4658,7.4365,0.34334
5.1116,1.4909,7.3827,0.32161
5.324,1.5308,7.398,0.29647
5.5243,1.5597,7.4795,0.27895
5.7274,1.5895,7.6208,0.26657
5.9136,1.625,7.8306,0.26631
6.083,1.6464,8.0579,0.27479
6.2191,1.673,8.3223,0.28944
6.2997,1.6991,8.6174,0.30277
6.3223,1.7225,8.9215,0.31304
6.2666,1.7383,9.1979,0.31292
6.1587,1.7554,9.398,0.30283
5.9926,1.782,9.4885,0.28753
5.7969,1.8142,9.5058,0.27146
5.6144,1.8318,9.4363,0.26137
5.4486,1.8449,9.3915,0.26154
5.3204,1.8504,9.371,0.27065
5.2406,1.8495,9.4204,0.28658
5.2043,1.8704,9.5362,0.30867
5.1823,1.8843,9.6871,0.33105
5.2044,1.8929,9.8312,0.34282
5.253,1.8813,9.9003,0.34129
5.3206,1.8764,9.8818,0.32247
5.3824,1.86,9.7914,0.28806
5.435,1.8412,9.694,0.25307
5.43,1.823,9.6043,0.22351
5.3375,1.7905,9.581,0.20678
5.1822,1.7573,9.592,0.2023
4.9281,1.7442,9.6627,0.21342
4.6336,1.7175,9.7594,0.23485
4.3207,1.711,9.8108,0.26426
4.0282,1.6816,9.8387,0.29829
3.7443,1.6497,9.7504,0.33179
3.5013,1.5983,9.5623,0.36435
3.2531,1.5526,9.2502,0.39215
3.0058,1.492,8.8415,0.41709
2.7385,1.4415,8.3472,0.43635
2.4621,1.393,7.7745,0.4542
2.1943,1.3286,7.1761,0.46522
1.9497,1.2585,6.5774,0.46863
1.7437,1.1821,5.9799,0.45633
1.5722,1.0866,5.4103,0.43104
1.4363,0.98789,4.8978,0.38955
1.3239,0.90986,4.4279,0.34178
1.2256,0.84719,4.0046,0.29509
1.1399,0.81214,3.6442,0.25222
1.0653,0.78426,3.3385,0.22249
0.99702,0.75661,3.0823,0.20144
0.94029,0.7238,2.8632,0.1913
0.89432,0.69186,2.6793,0.18768
0.85378,0.66767,2.5103,0.18774
0.81524,0.6533,2.3697,0.1875
0.78058,0.65045,2.2486,0.18298
0.74082,0.65328,2.1525,0.17721
0.70164,0.6458,2.0715,0.17202
0.66705,0.6348,1.997,0.17162
0.63935,0.62374,1.9173,0.17652
0.62286,0.61586,1.8368,0.18807
0.61281,0.61751,1.7518,0.2047
0.61709,0.61286,1.676,0.22517
0.62479,0.61506,1.6244,0.24792
0.63446,0.61882,1.5958,0.27407
0.65168,0.6308,1.596,0.30494
0.66513,0.64337,1.6114,0.33457
0.68232,0.65453,1.648,0.35883
0.70333,0.66899,1.6975,0.38293
0.73352,0.69671,1.7614,0.40102
0.77282,0.71625,1.8292,0.41974
0.81762,0.73706,1.8898,0.43798
0.87245,0.75915,1.9559,0.45555
0.93587,0.77889,2.0263,0.47426
1.0009,0.80276,2.1038,0.49159
1.0621,0.84219,2.1928,0.51042
1.1305,0.87042,2.3212,0.53027
1.1944,0.88965,2.4999,0.54662
1.2945,0.92625,2.7857,0.56923
1.4675,1.0227,3.24,0.60757
1.7666,1.8136,3.9651,0.66563
0.70838,0.66136,1.7634,0.36377
0.73629,0.61967,1.818,0.3703
0.75307,0.58111,1.8966,0.38048
0.7625,0.55347,1.9731,0.3901
0.75479,0.53069,2.0297,0.3906
0.75065,0.49896,2.0719,0.37839
0.74739,0.47452,2.0896,0.34921
0.7628,0.4489,2.0819,0.3143
0.7812,0.43928,2.0417,0.28293
0.80691,0.43394,1.9705,0.2594
0.82632,0.42992,1.8764,0.24761
0.83816,0.42802,1.7907,0.24938
0.83534,0.42028,1.7148,0.25987
0.81757,0.41705,1.6617,0.27176
0.79517,0.41532,1.6408,0.28169
0.77009,0.42164,1.6486,0.28447
0.76233,0.42599,1.6763,0.27817
0.76263,0.43535,1.713,0.26992
0.77125,0.44506,1.752,0.26438
0.78142,0.45422,1.795,0.26366
0.78352,0.46572,1.8441,0.27164
0.78138,0.4792,1.9047,0.2911
0.77841,0.49431,1.9836,0.31943
0.78772,0.50842,2.0766,0.35507
0.81416,0.5213,2.1886,0.39608
0.86031,0.52973,2.3259,0.4352
0.92659,0.54081,2.4947,0.46317
1.0047,0.55735,2.6964,0.47852
1.0819,0.56924,2.9294,0.47211
1.1501,0.58082,3.2031,0.45584
1.2033,0.60247,3.4992,0.42973
1.235,0.62249,3.8119,0.4038
1.2505,0.64145,4.1356,0.3764
1.2632,0.66351,4.4594,0.35672
1.2878,0.68642,4.7543,0.34359
1.3352,0.71327,5.0296,0.33577
1.4237,0.73618,5.2698,0.33865
1.5525,0.77451,5.5083,0.34453
1.7321,0.82082,5.7317,0.35674
1.9534,0.87742,5.9899,0.36856
2.214,0.94287,6.2916,0.37968
2.5016,1.0094,6.6153,0.38437
2.8041,1.0891,6.9556,0.38529
3.1231,1.168,7.2547,0.38171
3.4331,1.2496,7.4754,0.37875
3.7649,1.3205,7.601,0.37636
4.0571,1.3707,7.613,0.3789
4.3485,1.4086,7.5692,0.38226
4.6216,1.45,7.486,0.38255
4.8584,1.4887,7.3753,0.37839
5.0747,1.521,7.299,0.3645
5.2792,1.539,7.2662,0.34319
5.4509,1.5637,7.3341,0.31952
5.6117,1.5844,7.4871,0.30047
5.7614,1.6134,7.7228,0.28722
5.8973,1.6396,8.0168,0.28634
6.0223,1.6596,8.3291,0.29281
6.1345,1.6953,8.6559,0.30544
6.2302,1.7222,8.9827,0.32111
6.2852,1.743,9.3022,0.33103
6.3029,1.7577,9.5706,0.3313
6.2802,1.7793,9.7741,0.32172
6.1694,1.805,9.8696,0.30487
6.0307,1.827,9.8614,0.28675
5.871,1.8343,9.771,0.27155
5.7017,1.8432,9.6698,0.26581
5.577,1.8529,9.5997,0.26825
5.4807,1.8572,9.5848,0.28282
5.4194,1.8804,9.6447,0.30693
5.3755,1.8966,9.7099,0.33497
5.3713,1.9063,9.7569,0.35847
5.3734,1.898,9.7494,0.36759
5.3768,1.8902,9.6815,0.35612
5.3616,1.8631,9.5761,0.32484
5.3166,1.8382,9.4888,0.28736
5.2297,1.8084,9.4381,0.25022
5.0811,1.7676,9.448,0.22586
4.9135,1.7498,9.4959,0.21502
4.699,1.7265,9.5569,0.21716
4.4573,1.717,9.6206,0.23112
4.2037,1.7113,9.6355,0.25347
3.9592,1.6976,9.6047,0.27883
3.7104,1.6621,9.4998,0.30452
3.4969,1.6205,9.3195,0.33236
3.2826,1.5678,9.0682,0.36042
3.0571,1.5178,8.7337,0.39175
2.8185,1.4701,8.3339,0.42512
2.5609,1.4214,7.8535,0.45718
2.3004,1.3618,7.3044,0.48054
2.061,1.2929,6.7235,0.49635
1.855,1.2014,6.1188,0.5007
1.6852,1.094,5.5373,0.48442
1.5495,0.98559,4.9707,0.45392
1.4327,0.89716,4.4447,0.40935
1.3297,0.83797,3.9701,0.36152
1.2304,0.7986,3.5564,0.3147
1.1354,0.76613,3.2069,0.27627
1.0462,0.73829,2.9252,0.24652
0.97091,0.70306,2.7035,0.22598
0.91329,0.67219,2.5234,0.2141
0.86725,0.65283,2.382,0.20641
0.832,0.6417,2.2614,0.19972
0.79826,0.63756,2.1567,0.19221
0.7654,0.63308,2.0729,0.18321
0.72812,0.6195,2.0005,0.17704
0.69143,0.60976,1.9335,0.1751
0.65699,0.60486,1.8684,0.17989
0.62668,0.60526,1.8036,0.1902
0.60462,0.60477,1.7416,0.20193
0.5865,0.60811,1.6905,0.21772
0.58078,0.60982,1.656,0.23257
0.57917,0.61164,1.6383,0.25025
0.58815,0.62052,1.6361,0.2687
0.60177,0.6272,1.6465,0.29158
0.62078,0.63847,1.6698,0.31443
0.64826,0.65652,1.6979,0.33831
0.68192,0.67366,1.7391,0.3649
0.72284,0.69035,1.7978,0.39479
0.7701,0.70714,1.8646,0.42297
0.83012,0.72667,1.9339,0.45417
0.90389,0.743,2.0105,0.49186
0.97938,0.77095,2.0957,0.52108
1.0684,0.8168,2.1973,0.55202
1.1631,0.84072,2.3377,0.58172
1.2493,0.87152,2.5149,0.60752
1.3686,0.93878,2.8007,0.63269
1.5298,1.0399,3.2259,0.66388
1.8074,1.5753,3.9229,0.70206
0.72479,0.67365,1.7019,0.36985
0.7346,0.63107,1.7937,0.39466
0.73582,0.59199,1.8976,0.42543
0.72742,0.56773,1.9968,0.45403
0.71117,0.54081,2.0692,0.46729
0.69017,0.51395,2.108,0.46115
0.67755,0.4895,2.1206,0.43266
0.67799,0.46543,2.1057,0.38925
0.69249,0.45396,2.0711,0.34644
0.71709,0.44751,2.0169,0.3127
0.74881,0.44487,1.9386,0.29125
0.78416,0.43808,1.8642,0.28541
0.80423,0.43139,1.793,0.29044
0.81365,0.42885,1.742,0.29993
0.81384,0.42834,1.7216,0.30609
0.81022,0.43392,1.7301,0.30779
0.80865,0.4399,1.7578,0.3004
0.81371,0.44858,1.794,0.2855
0.82489,0.4573,1.838,0.27079
0.84016,0.46811,1.8953,0.26296
0.8545,0.48397,1.9563,0.26435
0.86894,0.50114,2.0325,0.27607
0.88509,0.51657,2.1203,0.29982
0.91035,0.53243,2.2231,0.33426
0.94757,0.54963,2.3496,0.37634
0.99891,0.56001,2.4999,0.42095
1.0597,0.57649,2.6987,0.45303
1.1244,0.58706,2.9416,0.46684
1.1821,0.59639,3.2223,0.46202
1.2183,0.61472,3.5292,0.43864
1.2333,0.63369,3.8469,0.40901
1.2294,0.65073,4.169,0.37826
1.229,0.67338,4.4814,0.35271
1.2408,0.69612,4.7883,0.33348
1.2896,0.71876,5.0794,0.32466
1.3769,0.74331,5.3429,0.32522
1.5054,0.77477,5.5992,0.33396
1.6823,0.81394,5.8367,0.34985
1.8984,0.86702,6.0888,0.3695
2.1447,0.93212,6.3772,0.38948
2.4121,1.0037,6.6738,0.40763
2.6948,1.0748,6.9764,0.41967
2.9862,1.1586,7.2671,0.42477
3.292,1.2519,7.4691,0.42395
3.6019,1.3345,7.59,0.42111
3.915,1.3994,7.6393,0.41709
4.2223,1.4482,7.6194,0.41459
4.522,1.4856,7.5598,0.41242
4.8003,1.515,7.4822,0.40438
5.0502,1.5379,7.4099,0.39427
5.2768,1.5604,7.3642,0.37879
5.4574,1.5809,7.3851,0.35713
5.5899,1.594,7.5004,0.33674
5.7078,1.6052,7.6896,0.31959
5.7853,1.627,7.9724,0.30989
5.8631,1.639,8.3147,0.30912
5.9344,1.6626,8.6757,0.31843
5.999,1.7004,9.0334,0.33296
6.0772,1.729,9.3865,0.34694
6.1544,1.7412,9.7017,0.35788
6.2146,1.7674,9.9654,0.35926
6.2475,1.7949,10.187,0.35036
6.2229,1.8156,10.281,0.33363
6.1356,1.8314,10.263,0.31331
6.0207,1.8408,10.172,0.29524
5.8927,1.8485,10.042,0.2837
5.7758,1.847,9.9304,0.28284
5.6911,1.8555,9.8691,0.29274
5.6213,1.8753,9.847,0.31664
5.5682,1.8964,9.8218,0.34811
5.5283,1.9051,9.77,0.37882
5.4793,1.9011,9.6807,0.39967
5.4039,1.8797,9.5396,0.39482
5.2886,1.8484,9.4032,0.36926
5.1376,1.815,9.3292,0.3305
4.9581,1.778,9.2918,0.29114
4.7748,1.7493,9.3169,0.25818
4.5981,1.7439,9.3626,0.23925
4.4168,1.7192,9.392,0.23299
4.2309,1.7273,9.378,0.23625
4.0399,1.7103,9.3321,0.24844
3.833,1.7028,9.255,0.26307
3.6319,1.673,9.1334,0.28087
3.4466,1.6313,8.9858,0.30106
3.2614,1.5829,8.7953,0.32782
3.0627,1.541,8.5595,0.36223
2.8582,1.4977,8.2597,0.39989
2.64,1.4436,7.88,0.43833
2.4064,1.3857,7.4007,0.47473
2.1909,1.3068,6.8548,0.49995
1.9986,1.2095,6.2593,0.51396
1.8334,1.0962,5.6358,0.514
1.6954,0.9881,5.0327,0.49851
1.5774,0.89348,4.4505,0.46734
1.4616,0.83706,3.9252,0.4252
1.3418,0.78399,3.4568,0.3798
1.2247,0.74971,3.0695,0.33639
1.1144,0.71622,2.7696,0.29874
1.0146,0.68166,2.5391,0.27032
0.94026,0.65944,2.3694,0.24973
0.88632,0.64174,2.2439,0.23365
0.84932,0.63405,2.1473,0.22052
0.82151,0.62685,2.0658,0.20872
0.79554,0.6097,1.9963,0.19692
0.76949,0.59263,1.9387,0.18787
0.73649,0.58385,1.8815,0.18439
0.70103,0.58131,1.8338,0.18571
0.66239,0.58675,1.7914,0.19092
0.62901,0.586,1.756,0.19866
0.59752,0.59337,1.7255,0.20943
0.57438,0.5944,1.7048,0.21952
0.56264,0.60148,1.6973,0.23161
0.55919,0.60675,1.6943,0.24607
0.57018,0.61287,1.6973,0.26135
0.59011,0.62375,1.7026,0.28152
0.61641,0.63985,1.7104,0.30412
0.64927,0.65217,1.7393,0.33194
0.6864,0.66706,1.779,0.36551
0.72994,0.68118,1.8254,0.40708
0.78354,0.69614,1.8988,0.45299
0.85374,0.71672,1.9793,0.50088
0.93825,0.75298,2.0643,0.5519
1.0329,0.79353,2.1716,0.60141
1.1421,0.82369,2.3074,0.64591
1.2522,0.86339,2.4892,0.6768
1.3829,0.9423,2.7658,0.70136
1.5525,1.0469,3.1964,0.7183
1.8064,1.3286,3.8754,0.73896
0.70665,0.68696,1.6694,0.39109
0.70723,0.63944,1.789,0.42837
0.69819,0.60405,1.906,0.47445
0.68193,0.57928,2.0184,0.51505
0.6552,0.54884,2.0919,0.54012
0.62709,0.52571,2.1153,0.5358
0.60895,0.49999,2.1197,0.50582
0.59995,0.48418,2.1035,0.45791
0.60977,0.47187,2.0696,0.40738
0.637,0.46585,2.0274,0.36789
0.68027,0.45967,1.9766,0.34047
0.72918,0.45219,1.9173,0.32687
0.7796,0.44596,1.8607,0.32406
0.82324,0.44442,1.8204,0.32702
0.85116,0.4495,1.8076,0.33039
0.87023,0.45086,1.8182,0.32752
0.88068,0.45683,1.8416,0.31516
0.8962,0.46717,1.889,0.29818
0.91312,0.47367,1.9421,0.28035
0.93289,0.48811,2.007,0.26789
0.95767,0.50753,2.0792,0.26304
0.98392,0.52631,2.1604,0.26851
1.0167,0.54181,2.2504,0.28843
1.0511,0.56049,2.3561,0.32081
1.0943,0.57784,2.4929,0.36365
1.1458,0.59311,2.6792,0.40916
1.2012,0.60686,2.9091,0.44484
1.2532,0.61533,3.1819,0.45972
1.2822,0.62903,3.4958,0.45339
1.2834,0.64732,3.827,0.4293
1.2652,0.66517,4.1526,0.4
1.2447,0.68321,4.4649,0.3688
1.2391,0.70685,4.7732,0.34392
1.2663,0.72775,5.0549,0.32935
1.3404,0.74911,5.3415,0.32459
1.4624,0.77096,5.6335,0.33094
1.6327,0.80858,5.9188,0.34542
1.8479,0.85686,6.2133,0.36783
2.0853,0.92022,6.5241,0.39242
2.3384,0.99722,6.8293,0.41746
2.598,1.0746,7.1151,0.43775
2.8691,1.1614,7.3891,0.45218
3.1512,1.2529,7.5747,0.45896
3.4393,1.3416,7.6866,0.4611
3.7488,1.4216,7.7353,0.45879
4.0607,1.4847,7.7244,0.45234
4.3732,1.5204,7.6902,0.44341
4.6778,1.5547,7.6532,0.42979
4.9776,1.576,7.6359,0.41476
5.2465,1.5921,7.6246,0.39683
5.4776,1.5998,7.6446,0.37834
5.6517,1.6287,7.7192,0.35966
5.7539,1.6331,7.8403,0.34369
5.8154,1.6403,8.0579,0.33141
5.852,1.6408,8.3425,0.32915
5.8603,1.6553,8.6767,0.33791
5.8811,1.6818,9.0328,0.35123
5.9155,1.7059,9.3891,0.3694
5.9521,1.7293,9.7303,0.38733
6.0192,1.7465,10.039,0.3941
6.0916,1.7696,10.322,0.3928
6.1453,1.7999,10.531,0.38479
6.1599,1.8239,10.642,0.36816
6.1341,1.8441,10.654,0.34857
6.0765,1.8567,10.574,0.33062
5.9836,1.8587,10.426,0.31482
5.8932,1.851,10.285,0.30871
5.8307,1.8698,10.168,0.31746
5.7632,1.8786,10.065,0.34058
5.7072,1.8871,9.9574,0.37157
5.6365,1.8811,9.8164,0.40728
5.5165,1.8805,9.641,0.43424
5.3597,1.8574,9.4552,0.43778
5.1448,1.8289,9.3078,0.42047
4.9041,1.7952,9.2236,0.38655
4.6603,1.7598,9.1949,0.34296
4.4453,1.7463,9.2134,0.30718
4.2751,1.733,9.2207,0.28064
4.1317,1.7295,9.1775,0.26373
3.9973,1.7304,9.0984,0.25665
3.8633,1.7144,8.9859,0.2564
3.7125,1.7016,8.8559,0.26045
3.5428,1.6783,8.7196,0.26819
3.3772,1.6373,8.6017,0.28216
3.2092,1.6005,8.4761,0.30241
3.0453,1.5652,8.3182,0.33094
2.8717,1.5241,8.1092,0.36825
2.691,1.4715,7.8122,0.40816
2.5068,1.4073,7.4091,0.44589
2.3247,1.3203,6.8861,0.47941
2.1544,1.217,6.2913,0.50297
1.9972,1.1036,5.6566,0.51569
1.8605,0.98972,5.0149,0.51514
1.7295,0.90181,4.399,0.50259
1.5981,0.83673,3.8391,0.47394
1.4645,0.78483,3.349,0.43688
1.3254,0.74262,2.9408,0.39882
1.1893,0.70034,2.6264,0.35531
1.0726,0.67096,2.3961,0.3201
0.97886,0.65026,2.2298,0.29188
0.91542,0.63819,2.1151,0.26827
0.87324,0.62882,2.0336,0.24918
0.85043,0.61491,1.9687,0.23187
0.83277,0.59151,1.914,0.21689
0.81595,0.57583,1.8709,0.20348
0.79569,0.56763,1.8355,0.19554
0.76286,0.56904,1.8051,0.19231
0.72754,0.56783,1.7859,0.19256
0.68483,0.57216,1.7732,0.19741
0.6436,0.57441,1.7635,0.2036
0.60551,0.57763,1.7582,0.21143
0.58063,0.58401,1.7552,0.2196
0.56812,0.59167,1.7491,0.23239
0.56993,0.59829,1.7447,0.24577
0.58576,0.60974,1.7404,0.26136
0.60718,0.61894,1.7365,0.28091
0.63545,0.62922,1.7444,0.30616
0.66696,0.64154,1.7708,0.33985
0.70355,0.65964,1.8114,0.38382
0.74865,0.67875,1.8729,0.44052
0.80555,0.70859,1.9359,0.50349
0.88299,0.75244,2.0167,0.56998
0.9758,0.78405,2.1185,0.63418
1.0823,0.8125,2.2361,0.69166
1.2112,0.86693,2.4117,0.73478
1.3525,0.94785,2.6789,0.75575
1.5326,1.0467,3.1045,0.76106
1.766,1.1867,3.7856,0.76144
0.66228,0.68816,1.6572,0.41232
0.66253,0.64742,1.7977,0.46
0.64664,0.61228,1.9176,0.51024
0.62685,0.58343,2.0293,0.55535
0.60024,0.5567,2.0943,0.5812
0.57079,0.53682,2.1035,0.57712
0.54632,0.51397,2.09,0.54604
0.53704,0.50186,2.0682,0.50121
0.54586,0.48953,2.047,0.45357
0.57262,0.4819,2.0181,0.4136
0.62117,0.47511,1.9944,0.38808
0.6867,0.4672,1.9554,0.36873
0.75847,0.46129,1.9183,0.35927
0.82794,0.46456,1.8912,0.3548
0.8935,0.46666,1.8871,0.3524
0.93899,0.47171,1.9001,0.34322
0.97345,0.48093,1.9341,0.33034
1.0002,0.4894,1.9874,0.31352
1.0231,0.49698,2.0507,0.29536
1.0516,0.51234,2.1215,0.27991
1.087,0.53235,2.1996,0.27439
1.1196,0.54853,2.2708,0.27682
1.1554,0.56509,2.3617,0.29252
1.196,0.58627,2.4737,0.32132
1.2455,0.60415,2.6233,0.36336
1.2938,0.62317,2.8242,0.40652
1.3418,0.63614,3.0772,0.44356
1.3721,0.64143,3.3921,0.46205
1.3717,0.65381,3.7266,0.45657
1.35,0.67189,4.0655,0.43809
1.3119,0.691,4.3958,0.40933
1.2865,0.71252,4.698,0.38379
1.2788,0.73619,4.9761,0.36046
1.3335,0.75823,5.2691,0.34868
1.4337,0.77938,5.5533,0.34586
1.5913,0.80537,5.8752,0.35473
1.7966,0.84962,6.2291,0.37366
2.028,0.90886,6.6014,0.39753
2.2755,0.98473,6.9735,0.42387
2.5211,1.0697,7.311,0.44719
2.7722,1.1574,7.605,0.46332
3.0226,1.2577,7.7985,0.47509
3.2946,1.351,7.894,0.48202
3.584,1.4359,7.9176,0.48189
3.8887,1.504,7.8994,0.47892
4.1966,1.5482,7.8739,0.46927
4.522,1.5789,7.8658,0.45528
4.8324,1.6046,7.896,0.43128
5.1387,1.6222,7.9322,0.40722
5.4168,1.6355,7.9948,0.38436
5.6428,1.6512,8.0804,0.36501
5.8029,1.6653,8.1901,0.35058
5.9075,1.6731,8.3361,0.34211
5.9325,1.6703,8.5334,0.34162
5.9299,1.6634,8.7731,0.34759
5.8994,1.6727,9.0437,0.36524
5.8937,1.7052,9.3471,0.38792
5.8865,1.7322,9.6737,0.41295
5.9053,1.748,9.9991,0.42796
5.9532,1.7629,10.294,0.4319
5.9885,1.7802,10.569,0.42572
6.0333,1.7983,10.792,0.41222
6.0695,1.8222,10.923,0.39777
6.0618,1.846,10.948,0.38161
6.0248,1.8566,10.884,0.36426
5.9787,1.8559,10.753,0.35222
5.9224,1.8599,10.574,0.347
5.8702,1.8719,10.408,0.35422
5.813,1.8757,10.244,0.37395
5.742,1.8747,10.056,0.40564
5.6287,1.8646,9.8542,0.4429
5.4507,1.8494,9.6314,0.47005
5.2155,1.8227,9.4275,0.48402
4.931,1.7949,9.2792,0.47214
4.6152,1.7709,9.2032,0.44826
4.349,1.7444,9.1866,0.40955
4.125,1.7392,9.1733,0.37315
3.9665,1.7248,9.1393,0.33954
3.8637,1.7344,9.0311,0.31358
3.7891,1.7197,8.8683,0.2957
3.7029,1.7096,8.6697,0.28274
3.5906,1.6978,8.4924,0.27727
3.4631,1.6708,8.3453,0.2742
3.312,1.6377,8.2341,0.27904
3.1507,1.6107,8.1437,0.28889
3.0074,1.5845,8.0329,0.31179
2.8697,1.5407,7.8794,0.33975
2.7253,1.4898,7.6156,0.37556
2.5929,1.4144,7.2522,0.41353
2.4489,1.3258,6.7586,0.44801
2.3028,1.2161,6.1785,0.477
2.1561,1.0977,5.5358,0.49957
2.0149,0.98394,4.8825,0.51368
1.8674,0.90569,4.2625,0.51401
1.72,0.83451,3.7066,0.50462
1.5651,0.78275,3.2233,0.48056
1.4117,0.73646,2.8203,0.44814
1.2607,0.6957,2.5079,0.40964
1.1317,0.66576,2.2756,0.37238
1.0229,0.64568,2.1097,0.33523
0.94672,0.63424,1.9947,0.30321
0.90369,0.62059,1.9212,0.278
0.88014,0.5999,1.8662,0.25699
0.87065,0.57928,1.8265,0.23588
0.86387,0.56633,1.7942,0.22029
0.8562,0.56267,1.7788,0.20603
0.83277,0.56142,1.7719,0.1969
0.8055,0.55853,1.7739,0.19307
0.7628,0.56382,1.7838,0.19277
0.71478,0.5621,1.7919,0.19822
0.66772,0.5654,1.8002,0.20513
0.62793,0.57028,1.7931,0.21547
0.60297,0.57339,1.7908,0.22467
0.59333,0.5776,1.7824,0.23766
0.60024,0.58615,1.7775,0.25152
0.61629,0.59268,1.7715,0.26792
0.63606,0.60541,1.7708,0.28744
0.65949,0.62121,1.7793,0.31824
0.69068,0.6422,1.8093,0.36389
0.72296,0.6722,1.8503,0.41995
0.76933,0.71059,1.8981,0.49136
0.82801,0.75476,1.959,0.56789
0.9168,0.77871,2.0404,0.65113
1.0201,0.79724,2.1419,0.70969
1.1517,0.86253,2.3032,0.76048
1.3096,0.94104,2.5682,0.78272
1.4891,1.0373,2.9907,0.78233
1.7162,1.1416,3.6546,0.76772
0.60292,0.70245,1.6502,0.42193
0.60483,0.65907,1.8007,0.46935
0.5939,0.62222,1.9234,0.51579
0.57479,0.59009,2.022,0.55663
0.54816,0.56558,2.0731,0.57442
0.52192,0.54293,2.0752,0.56942
0.49783,0.52394,2.0567,0.54526
0.48696,0.51342,2.0343,0.51181
0.49517,0.50766,2.0196,0.47547
0.52584,0.49711,2.0127,0.44622
0.57523,0.4897,2.0037,0.42373
0.64448,0.48199,1.9852,0.405
0.73004,0.48388,1.9654,0.39
0.82375,0.48534,1.9551,0.38063
0.91813,0.48837,1.961,0.37102
0.99644,0.50032,1.9791,0.35987
1.064,0.50783,2.028,0.34876
1.1099,0.51174,2.0951,0.33364
1.1516,0.52439,2.1676,0.31901
1.1855,0.54241,2.2422,0.30599
1.2203,0.55778,2.3135,0.30035
1.256,0.57269,2.3774,0.3009
1.2992,0.59001,2.4609,0.31544
1.3416,0.60816,2.5737,0.34031
1.3779,0.63147,2.7409,0.37571
1.4197,0.6489,2.9557,0.4178
1.4495,0.65822,3.242,0.45376
1.4611,0.66365,3.5638,0.4766
1.4501,0.67711,3.9137,0.48113
1.4146,0.69506,4.2563,0.47062
1.3707,0.71316,4.5796,0.44946
1.3483,0.73414,4.8734,0.42742
1.3686,0.7584,5.1482,0.40913
1.4397,0.78549,5.4355,0.3982
1.5656,0.81158,5.7375,0.39438
1.7518,0.85025,6.1111,0.40203
1.9749,0.90541,6.5208,0.41789
2.2156,0.97876,6.9631,0.43589
2.4609,1.0693,7.4,0.457
2.697,1.1621,7.7672,0.47322
2.9335,1.2563,8.0482,0.4823
3.1819,1.3557,8.1754,0.48848
3.4433,1.4459,8.1972,0.49171
3.7309,1.5198,8.1506,0.48789
4.0325,1.5747,8.103,0.48326
4.344,1.6036,8.0915,0.46743
4.6589,1.6376,8.1559,0.44438
4.9629,1.6586,8.2631,0.41696
5.2664,1.6784,8.3811,0.38811
5.5273,1.6869,8.5082,0.36245
5.7493,1.7016,8.6389,0.34317
5.8971,1.703,8.759,0.33469
5.9645,1.7057,8.8931,0.33487
5.9875,1.6924,9.0439,0.34466
5.9847,1.6901,9.2255,0.36425
5.9568,1.7046,9.4231,0.39232
5.9457,1.7329,9.6663,0.42072
5.9311,1.7552,9.9254,0.4479
5.9231,1.765,10.181,0.4599
5.9325,1.7821,10.458,0.45831
5.9474,1.7998,10.711,0.44407
5.9553,1.8182,10.936,0.42602
5.9604,1.8419,11.083,0.41023
5.9553,1.8558,11.144,0.40022
5.9337,1.8623,11.08,0.39304
5.9065,1.8525,10.938,0.38625
5.8681,1.8601,10.747,0.38571
5.8157,1.8632,10.546,0.39363
5.7534,1.8667,10.327,0.41283
5.6484,1.8572,10.102,0.44037
5.4909,1.845,9.8591,0.47185
5.2638,1.8297,9.6196,0.49865
4.9862,1.809,9.4469,0.51791
