Gd,Co,Fe,Ce,Pt
146.8372,47.95561,83.70122,624.7705,832.4623
182.7074,45.68372,92.02042,573.1521,771.3718
184.8678,51.93018,81.07736,618.5733,731.0392
171.7274,57.04716,56.04095,661.995,753.5547
178.1884,71.9229,96.40051,630.3134,754.9613
172.6853,48.03215,87.32606,616.4573,788.6287
155.2556,55.99175,75.84203,593.9384,764.5999
133.4581,58.21279,86.37737,638.2316,799.2332
164.3639,52.5605,75.46046,637.2601,755.8027
187.9465,47.64616,81.99253,615.9277,799.6763
139.7257,47.49205,85.60065,702.6699,800.5392
158.8362,46.41819,93.3326,562.8587,818.5253
154.4996,56.59133,76.91959,591.0612,822.1948
154.1013,56.97045,92.06289,640.9397,808.9142
178.5836,39.32824,121.4034,582.8974,805.6567
200.5604,62.7481,86.19409,639.8637,782.1539
154.7661,68.19799,97.1829,643.6626,804.7933
197.5421,62.64322,90.79523,648.5904,785.1583
244.0055,62.58881,117.136,657.6549,734.6076
208.3247,53.79192,94.8768,643.968,851.6192
202.2206,59.11175,88.84823,622.0779,782.8741
210.2242,70.11614,102.9724,652.8419,773.685
236.6671,44.08994,113.3296,648.0626,765.7819
160.0947,68.9705,76.57524,647.8269,762.2047
154.4239,56.00899,58.51336,649.4648,690.5237
202.1105,66.99339,69.21631,601.9698,713.7065
193.5255,51.41945,79.03432,628.5473,753.8258
154.0305,54.29234,73.2491,677.8044,737.3372
186.6204,43.84575,71.99017,589.84,775.5511
160.3921,62.64565,76.44166,649.7755,782.9963
227.4413,44.40075,92.3182,635.0217,755.1399
200.0596,41.32467,72.56375,590.114,832.8417
178.189,27.3866,82.17863,604.6752,725.5532
184.1263,69.98951,91.26923,632.8072,733.6685
189.5267,37.32722,84.78971,645.4617,722.6467
192.1135,63.59134,78.28075,668.04,814.1122
207.6103,54.91851,92.17167,605.2285,747.0024
158.9451,47.63797,94.74608,655.595,716.1974
187.425,59.94144,95.1557,658.5433,779.7491
224.6348,59.79066,90.57394,661.038,680.2923
231.4993,57.4762,110.7302,619.7492,657.887
179.0251,55.80147,90.42093,644.4316,662.2524
160.7297,49.75523,90.23553,662.5558,605.6219
159.3603,56.13962,90.54102,593.683,631.9696
174.6614,51.05092,86.47385,636.4246,670.0569
183.0599,64.92072,98.25587,655.7792,673.053
205.1185,58.44247,101.9827,606.8494,738.1135
170.2665,34.38329,87.73782,619.9297,750.0962
179.3492,82.81155,59.92028,598.516,668.7582
172.7417,63.88734,63.79345,612.4727,707.7646
154.8756,48.50093,91.32934,656.3007,675.7927
160.96,65.4273,84.05739,624.9594,714.0822
173.0679,63.84229,82.55849,679.9466,704.2411
172.1944,47.5717,62.91622,610.1921,696.6463
176.0401,61.80027,97.76406,619.6684,718.0373
184.157,50.45557,82.94193,591.0643,728.7198
187.7168,49.92759,78.82301,598.1777,702.7357
192.8532,49.5776,98.67301,681.5523,717.4858
177.4012,53.19104,88.38238,677.0615,671.9741
146.5449,51.9553,87.55286,673.244,673.2992
192.8526,46.96585,68.90488,633.0276,661.1302
201.2903,55.52512,95.95201,624.0112,652.8369
192.1199,53.97078,117.0925,608.6807,691.184
158.153,56.03586,91.60388,622.598,663.2993
200.3816,57.80844,119.3187,615.9838,676.321
208.6161,65.08252,123.5878,635.6426,672.5086
223.6158,59.90689,113.6542,603.3642,672.8669
240.0759,72.07281,144.7373,627.6711,664.3288
254.1927,65.74212,163.9879,624.5157,622.0722
278.9729,60.54999,172.4138,533.0803,650.4928
241.2948,83.19203,179.3711,575.5961,705.8126
340.3813,75.95282,215.6794,550.2606,633.8843
410.7738,94.94794,198.2932,523.1144,703.0471
358.8378,92.75549,228.7341,527.8984,628.9495
399.8686,110.2159,222.2509,481.7754,670.8285
430.7217,80.29343,251.6493,496.0067,617.2533
401.9929,68.45419,258.2647,470.6678,664.695
418.404,77.55843,248.9451,458.285,663.01
476.9691,62.79742,276.5212,385.504,671.3311
482.1623,76.7181,282.3513,385.8527,595.3607
455.7486,82.75552,248.5968,478.6194,667.8368
480.8675,70.48525,257.4692,413.0568,656.2054
476.4265,113.0996,295.1361,374.27,615.4822
471.2479,101.4881,297.8817,375.3576,696.626
468.442,100.9505,244.498,405.049,695.7825
475.6569,89.09964,257.5637,471.6284,675.5393
491.4967,116.909,258.453,383.6267,642.4471
434.8169,100.9008,287.9299,454.9854,672.1295
474.8013,100.6775,312.3302,455.6261,629.3038
508.5838,115.2738,264.4836,406.2186,701.0939
423.9633,85.98868,267.1761,423.9991,686.1945
478.3613,98.78532,290.8005,372.9798,631.2913
464.0999,101.7894,290.9948,447.5923,612.6902
482.7167,71.72218,313.9817,405.6711,633.3853
536.9379,102.3427,271.0824,409.1945,625.1393
557.1392,106.2694,274.8015,414.7437,680.0378
504.0615,106.3421,278.2893,402.3191,653.8259
513.3294,108.1899,284.9495,387.5937,653.7797
543.1259,90.2155,281.3005,413.1263,612.9911
509.4974,82.83566,309.8577,364.4055,649.7452
546.3114,109.4969,319.2577,340.4709,685.3529
517.9265,113.4459,283.2882,355.7254,711.347
586.5406,64.08521,295.3807,374.3783,705.8552
494.8747,114.2096,293.2532,356.4835,665.8162
513.8484,82.43243,297.946,344.1833,747.8959
539.9037,89.45071,308.6938,407.7089,723.6094
539.1982,105.3121,284.942,337.9893,749.3304
566.8311,99.99529,352.6001,359.5859,743.0168
566.1002,58.67334,326.5817,340.9793,771.3372
549.5029,107.2919,337.7448,363.8989,709.4226
517.1389,131.5712,310.3585,360.7382,670.5717
528.0651,106.332,330.9093,317.3079,675.5579
568.5541,93.12337,368.4167,327.9068,677.4885
576.629,86.0806,314.0504,288.9721,710.4662
596.7011,89.90084,369.2518,310.4946,727.363
569.4794,105.4775,358.9374,332.5529,822.2903
588.8144,94.93269,337.2281,325.2462,704.5933
595.0063,97.59856,389.4869,311.6858,778.0862
599.6432,137.6479,378.7385,329.8257,705.8574
599.6957,115.7033,392.9027,274.715,719.1323
571.2617,100.5482,388.7683,306.5212,715.8829
638.853,146.2296,332.992,267.7597,747.7634
681.6675,108.0516,399.312,258.7458,723.0873
610.2855,153.8693,441.9641,263.0784,724.1136
625.3252,176.1596,455.1743,236.546,682.7031
556.0334,211.2833,457.5665,188.7434,748.404
638.7803,193.4471,490.3809,184.4642,736.9547
612.8036,190.4489,489.0228,151.8614,770.4312
623.4042,243.1465,530.0416,161.4503,733.254
567.4395,236.1297,550.7968,152.7245,746.2067
567.9652,241.7797,536.0121,157.541,744.3783
585.6292,245.8048,585.181,190.3768,814.5471
527.9526,255.0489,577.746,188.8937,736.9169
607.3712,255.8956,579.4896,144.3434,801.6731
542.2244,252.6112,561.063,192.5619,810.8101
570.105,262.4123,601.0919,187.0614,746.8386
560.7981,263.6434,570.9678,173.2267,809.0613
531.1385,295.5609,576.9632,173.803,786.7957
540.6608,262.9507,581.3066,153.2779,776.1934
543.607,297.8429,515.8046,197.587,817.8101
448.2361,279.8913,589.8311,153.3608,773.8582
441.4935,357.6091,551.3625,176.645,745.5923
434.6072,332.2876,641.8293,169.8173,770.9955
422.3265,321.3623,610.4215,146.8961,788.441
415.2928,348.5946,577.7566,142.2667,736.4432
389.1749,318.9573,588.2125,158.3113,744.988
301.6447,378.9388,682.9133,175.8016,769.8833
288.2462,387.9798,586.6277,172.5222,782.2382
280.4297,376.1597,737.813,157.0914,810.2621
245.3848,444.3835,663.6713,166.687,759.6302
176.9337,489.388,687.2057,168.6547,713.7465
190.054,433.3669,678.7675,169.6843,724.2222
192.3468,486.7416,695.2017,165.5358,786.6787
151.5844,434.7999,733.7725,167.1754,818.3023
130.6671,506.5379,667.2184,123.5298,748.7289
124.4765,467.1602,758.4081,162.0038,810.6367
66.62144,470.9192,728.8448,169.99,671.6962
76.38264,480.351,721.9628,184.353,729.0397
127.9034,505.4467,744.6039,189.4836,762.9932
91.62252,464.9038,677.354,187.1765,724.6603
96.46838,435.5478,726.3416,205.0562,721.5453
86.26309,496.3838,683.6,205.6183,731.3632
84.2896,490.6631,667.6307,215.3987,713.7039
103.8553,404.1497,664.8545,202.8512,713.6062
113.4939,463.3986,620.2234,232.0511,746.2927
110.6059,418.8466,593.8606,240.2008,714.0483
113.6642,414.2804,552.3697,292.201,790.3168
118.7645,370.0438,591.3932,334.8878,779.3602
98.54627,357.8256,545.8699,324.0841,716.3846
128.2477,317.8625,463.039,366.9631,765.2568
132.5761,285.8247,418.1908,420.585,663.5257
131.079,305.496,388.3021,430.605,797.8044
139.6168,279.1733,381.7134,437.9627,777.4077
161.0175,228.9083,401.7611,473.0929,724.4753
203.1708,191.1101,344.5848,513.0422,714.9133
135.8182,198.2768,290.5627,562.0498,684.9868
153.1843,183.2972,292.4717,519.501,730.4457
152.6238,202.7554,278.7568,571.8602,762.0311
175.4593,144.6594,251.5748,616.7389,634.0277
196.7554,143.3277,208.1414,643.1083,696.105
165.1116,119.0902,175.3171,651.3366,684.2805
173.3437,52.82444,68.88282,608.5732,776.3749
201.5594,34.20602,77.6802,503.9371,787.7368
198.526,56.8981,60.32071,593.3464,756.0879
151.6819,35.24648,81.48083,607.8276,801.8801
178.2197,41.53883,60.21633,588.1273,807.4713
158.1191,42.08731,78.53439,623.0043,826.9054
162.3744,48.0278,68.67609,530.4797,800.9664
214.2265,36.94336,69.30791,575.8076,808.5052
167.9918,33.07536,71.82518,559.1808,782.1507
182.2172,40.21073,76.2691,591.0964,775.9849
181.3866,56.07654,68.58517,606.1384,804.3106
156.5149,36.52232,72.28577,569.2386,800.4422
134.9807,57.72609,64.85012,690.9827,776.1409
151.3981,39.79876,85.25153,547.4037,789.8257
175.9288,47.80794,83.74881,570.469,816.6542
153.1205,64.04451,77.8446,606.2056,805.6173
164.2745,41.51862,78.72512,571.1759,833.6289
177.4816,51.81084,99.48605,572.5282,820.807
172.3144,67.29842,86.64326,546.9517,749.918
187.3942,56.14544,98.40269,599.1173,772.8453
180.7632,38.15424,75.50791,572.0411,830.9752
177.7237,55.89183,94.61129,645.1713,779.0301
183.1909,57.39835,101.2111,601.1223,727.4103
172.4008,54.76732,86.15203,594.7319,799.3058
167.7459,64.66029,64.79626,651.0212,777.2202
165.5316,48.79181,87.52819,697.4208,749.8847
151.0058,44.05869,84.03522,604.3697,732.1965
170.1796,52.9513,90.53658,604.6892,748.681
161.9426,55.44504,70.03494,566.9852,775.2626
159.1576,49.32803,86.81905,665.5905,741.1732
161.7457,81.02158,87.58744,651.5186,759.6511
171.6365,58.03604,57.01076,625.2725,789.6985
179.3161,28.35669,81.35616,542.3703,788.838
200.1417,45.377,96.9039,661.9473,766.2184
172.6152,42.17265,92.32442,652.0031,733.4105
171.3152,54.39671,86.74258,627.644,811.1396
234.4614,42.68884,89.96493,656.616,813.7109
170.7832,70.29635,96.39278,684.5807,765.3385
162.8273,66.22655,88.34335,656.4709,860.6635
159.7089,57.99748,100.6365,690.5214,797.003
224.475,85.54924,115.3608,624.8787,800.2138
173.6289,47.20492,95.64147,645.7613,772.6827
216.1281,44.58313,70.13558,612.0242,727.1899
179.1893,62.5962,118.1328,675.3895,792.7574
146.083,45.04889,102.9886,623.9935,776.9733
180.3949,50.0857,79.12257,606.2998,708.1869
172.7659,39.31656,93.1038,576.8302,723.3555
201.0279,50.78176,76.62325,634.7755,799.9271
176.6969,38.2401,74.44405,633.2327,682.038
188.5346,61.45983,78.09409,651.4329,753.2014
189.9997,57.4312,78.30396,590.9876,765.1882
178.958,46.26348,85.59949,633.433,757.0861
192.5475,44.65654,76.39629,678.5128,750.0348
182.0155,44.25898,93.15729,622.7163,742.6277
191.0452,49.07738,79.18338,683.1743,764.0057
199.5395,48.0397,78.90371,630.6257,722.3011
201.3145,52.70953,78.70408,640.0892,673.8269
201.8089,60.66328,124.8757,601.2238,739.5433
183.6864,61.75393,104.2732,611.4899,711.5417
180.542,63.72148,89.0513,670.9985,753.8415
181.9317,70.28975,96.70026,667.4619,658.8021
189.295,53.85934,79.53438,652.6281,659.8849
147.3066,38.54191,86.84899,687.7318,731.4472
180.4198,46.6053,75.96635,607.6812,692.2839
195.8357,49.05262,87.37712,599.3582,662.723
161.7448,46.51226,93.15267,641.9006,717.1994
171.9832,58.68678,76.80415,656.7883,775.0847
160.6881,49.46241,83.44427,619.0276,682.9841
194.1096,45.80699,100.3407,676.0244,635.4493
157.9414,51.32296,77.56327,698.2474,640.1928
158.6284,48.57271,101.7506,625.6065,660.3525
165.8078,51.36857,74.87766,620.5543,705.6329
153.9212,59.68956,81.6708,616.8981,669.3022
197.9112,72.17063,72.00613,681.373,638.4985
191.2227,51.48895,71.43912,629.7866,738.387
180.9417,55.76934,109.4014,654.7795,704.5659
201.3137,53.73261,94.06521,667.145,649.9808
155.2495,56.4995,94.12419,673.8998,686.3065
194.6424,62.90491,102.0425,632.1997,673.8927
182.1568,69.4752,94.09325,649.5646,667.9235
213.1892,64.51918,71.27441,610.6921,688.1028
228.718,46.47059,90.05544,601.4258,621.4551
189.6135,46.6895,91.86304,639.7815,678.0266
221.5683,47.90829,87.11581,597.1252,612.3527
183.6389,59.03435,111.7185,663.1534,645.8011
211.2964,73.26848,109.6363,604.5504,648.8245
256.6479,74.14622,144.3376,557.799,659.9351
274.478,79.01656,157.9815,589.3779,682.6363
314.1956,78.85471,185.2916,516.1434,670.3514
369.0654,65.5135,204.1492,487.3622,632.2248
350.7965,75.38269,207.6351,509.1457,664.86
443.6387,70.99703,243.9486,504.4316,666.463
470.0068,72.40023,227.5029,486.6193,673.8732
454.53,88.15223,226.344,491.7907,632.7129
474.8516,97.96629,254.5898,481.5699,630.9575
418.845,101.4596,255.5831,446.5478,614.5462
429.6417,99.06538,268.0696,415.8468,651.7821
458.0833,79.19196,244.0023,448.9722,646.8596
434.3335,103.6406,220.0386,479.7405,642.6537
425.1228,65.25637,280.2366,460.568,706.7198
488.9899,75.96736,272.2367,424.2166,644.0445
498.4786,89.28255,269.331,409.6891,655.3688
477.6592,79.776,257.4666,440.2803,621.441
467.8499,73.69722,269.8896,409.8783,693.2725
480.8828,115.7626,304.0714,399.5415,652.3738
462.0834,126.5119,268.7996,412.7158,659.1803
452.6872,118.7509,271.1421,407.0563,637.9067
509.7322,84.47093,306.7312,358.6995,601.5211
528.7116,102.9238,262.0001,419.4229,652.1274
539.9266,105.1978,293.2378,379.1644,662.3869
518.4308,113.8257,294.4256,391.6917,612.486
493.4804,92.16933,345.1236,392.445,651.2458
477.4374,72.33838,287.1225,387.5526,622.0754
469.868,105.4295,306.3318,391.5625,678.6822
517.043,97.18493,307.8401,414.6617,670.2937
512.9597,96.73186,286.7159,374.7854,756.0095
404.9057,74.44727,222.5424,321.0322,584.5065
499.102,96.79783,305.3554,367.3668,702.9943
519.9166,102.3671,315.396,360.4401,643.359
564.8204,91.67924,283.4833,362.9475,706.5237
520.0091,109.6793,296.0343,376.98,700.4705
592.2143,82.00666,332.0969,355.0225,674.2098
578.7204,115.0361,313.7202,408.5039,705.6404
491.7812,95.86758,309.3851,351.2124,664.9454
551.8444,89.29512,334.2472,348.0353,702.3192
575.6083,120.285,300.8939,320.6215,714.5702
547.09,100.9958,275.2452,366.5823,763.7246
580.3597,95.75438,304.4838,321.1993,711.7969
515.1438,141.1836,308.197,324.0336,717.5834
583.0072,81.04251,353.6091,376.2243,756.0105
601.933,110.8034,332.429,298.3093,715.3403
552.7786,106.9576,304.5543,289.1214,736.3987
588.6008,97.29688,320.7973,305.7721,739.4062
582.1642,95.013,328.6435,348.7622,731.7872
591.0438,103.1336,318.9316,330.2595,752.962
613.0143,112.7331,319.5512,285.445,732.0365
611.894,92.81493,350.0677,345.144,763.7918
590.4904,116.4649,319.5621,311.6691,790.2903
559.6041,100.6561,362.2656,309.6169,751.2412
630.3566,113.3522,398.36,294.7104,758.5862
664.7655,95.92084,373.5463,288.794,770.2115
581.6141,137.0544,395.0736,260.4784,780.3888
617.8249,131.7146,391.8921,232.4022,754.0548
602.0666,131.7623,474.6765,233.8329,715.0887
627.3791,164.4645,452.7564,161.0502,745.8618
608.3529,230.1282,473.3809,149.9139,739.7422
623.232,201.7643,536.3497,166.9497,773.1924
622.5222,176.9407,559.4779,152.4122,731.9159
554.5919,239.7621,517.4587,190.3408,820.3315
541.8676,274.5555,536.5529,170.0163,776.9077
577.8869,267.5665,490.0738,194.0591,794.3845
577.0448,272.2088,615.994,186.2971,736.4611
568.4496,253.3799,533.7101,135.5708,806.4922
524.5197,269.4479,502.455,149.0654,719.8223
546.3257,264.0772,587.1483,145.0403,707.4865
520.4694,266.1579,577.2615,162.5433,751.6637
458.0211,306.8479,580.8566,133.0266,786.7
547.238,330.8748,591.5612,173.5668,804.7104
519.1209,261.513,594.7729,168.5186,800.0576
433.8014,292.5172,553.7217,148.7588,719.7102
481.5497,339.1224,599.3503,183.9185,827.438
394.3226,336.9144,590.1517,158.6192,766.8507
399.5154,376.4081,605.6019,156.1759,838.1907
355.6151,382.7329,588.7963,157.1846,733.9686
343.862,349.266,666.4631,148.911,784.4156
253.3289,413.9541,648.3571,170.921,767.1849
281.4577,373.0004,621.3026,146.1964,715.4924
226.5734,435.3264,685.7044,140.9008,730.8918
221.3813,415.2989,693.5645,184.6792,739.1394
236.9794,453.3315,681.4375,147.97,707.4705
194.7076,481.2426,675.616,120.7914,703.4429
160.6463,487.9787,720.5302,157.8483,754.1434
139.6488,511.2379,696.0486,151.9019,814.7302
110.5021,496.0544,689.1933,166.6454,767.9539
78.95919,540.3945,740.4736,177.3882,770.5953
91.37109,504.096,781.3355,175.7607,805.127
86.45176,523.7095,706.2743,171.6994,706.6188
110.8247,475.0659,718.1172,173.1721,706.0596
85.35384,518.0977,728.8107,166.9056,681.3692
70.25195,488.5002,754.2177,197.5625,701.6577
90.39027,457.268,631.7256,181.5772,677.4135
65.22288,530.19,680.0367,166.4339,767.1686
113.4132,423.1777,656.1175,189.2244,707.0293
108.3373,456.307,669.9995,188.5685,686.3555
101.242,423.0151,642.8045,220.819,727.1911
109.9937,438.9152,611.4553,249.1469,712.5948
106.5052,370.4151,635.8893,288.0889,728.7396
136.0578,344.4935,566.5968,277.757,725.1808
186.9046,338.2597,546.4901,340.8642,755.6565
152.1549,356.6018,515.3374,369.6578,676.9861
130.1127,292.7001,531.0706,372.1292,729.0125
147.2768,297.7183,423.1368,460.1751,713.9729
143.4793,282.3558,416.555,479.591,735.2719
156.777,298.8913,380.7704,453.8036,760.0441
129.8229,266.3032,353.8895,525.349,731.4901
155.8071,245.1602,371.6957,492.1475,721.9576
145.1512,188.3841,303.118,530.297,744.5905
170.5658,191.9228,296.691,568.2718,704.9355
184.4773,191.4139,238.1427,597.1581,714.046
207.4294,142.8365,268.331,630.7988,631.7098
133.9587,67.82416,49.58327,526.531,742.756
150.725,38.14163,74.1536,558.5826,743.606
152.8599,41.18935,68.35976,638.4497,770.5239
155.6727,50.93188,73.07135,584.1271,798.8232
181.6816,51.16619,72.97148,570.5677,780.776
155.0435,44.50741,74.07236,593.8327,775.8428
139.8584,45.30126,72.20169,547.6763,774.632
147.5787,65.7168,55.43938,582.6509,795.6343
190.6374,54.10823,84.6805,525.2382,750.2355
162.4906,53.3411,74.3083,519.9697,787.4807
156.9254,78.87476,89.35728,591.0581,818.5569
176.1193,56.04565,69.006,655.5609,761.0299
153.1972,39.0447,74.81709,583.1179,781.0921
173.1577,66.27313,70.71366,586.0576,835.6404
189.1196,35.64685,70.40536,605.43,775.431
134.8233,56.36809,87.27173,640.2127,790.6133
191.7354,67.34038,87.84818,638.6237,790.8063
145.0333,47.02003,68.27132,640.3382,805.9722
126.9021,47.07792,90.53864,554.6373,720.2346
198.7548,44.73739,77.60133,616.8878,793.3763
176.6164,49.77079,61.22055,610.4678,723.8594
163.6147,53.46721,81.8078,625.9796,818.0947
142.2966,73.59734,59.21549,654.624,796.0303
160.2588,49.89643,98.45293,601.3995,725.3146
204.9301,59.14735,89.94778,577.7026,728.3676
180.7557,53.08443,88.30495,559.999,730.7161
177.4054,30.59144,96.08705,623.8668,809.1591
199.0492,47.35915,88.27378,646.4495,779.1559
136.1832,41.55315,97.68693,693.8514,751.2357
131.9194,63.6229,103.1736,578.7372,813.757
146.5864,48.58287,92.4427,618.5165,785.7714
224.4953,36.39999,87.90539,605.1292,746.014
180.0584,47.99699,87.13432,625.1164,717.2701
184.1972,64.4705,111.2015,650.8412,784.9747
167.7612,50.9565,96.12857,675.3253,769.6334
184.3513,56.02402,85.57934,716.8187,750.4516
171.3698,57.37949,94.17509,678.6689,811.6235
162.9541,67.39088,86.84805,685.3953,707.2701
174.8532,52.59075,81.71729,655.3471,804.3599
206.8654,51.8134,101.0714,686.9846,886.4136
215.4182,64.80042,106.6825,601.748,726.441
192.9486,57.36305,109.7412,642.6381,761.3917
177.149,85.64272,77.58128,650.3783,794.8002
192.6879,61.96493,107.7644,631.1713,724.6526
191.8267,55.09766,90.80915,658.9957,681.3863
153.9653,41.65399,72.04512,671.0848,721.3028
178.5322,31.23823,63.46506,633.1986,697.0443
175.0304,63.14918,88.53867,610.5249,752.0777
194.2322,44.87172,86.07005,611.178,742.3082
196.1337,43.0341,60.62572,675.9697,758.4752
197.3546,32.69453,104.9844,610.0632,763.2347
206.3757,34.87096,77.38282,663.2768,790.7786
214.8257,56.68768,112.214,628.4071,792.9964
175.3033,46.22152,82.28215,655.3755,740.8725
155.6592,65.19542,76.28279,655.2184,748.5353
165.4952,62.15108,84.22,616.1672,729.381
209.7058,69.61163,67.01804,656.3757,738.6872
195.1203,48.22126,93.03493,638.6262,679.4506
199.8732,62.95598,78.92287,672.434,677.9692
194.7963,44.24191,98.04747,631.8472,719.3414
150.7649,66.55378,86.96595,618.4612,656.8456
159.5219,68.2019,76.62852,707.2101,687.6404
166.3445,53.23356,97.60638,609.1025,695.4074
149.4493,70.59295,82.5546,634.8037,668.9819
138.7128,57.64307,105.2459,665.0774,676.9995
185.8554,61.26899,69.93054,671.4792,714.0021
172.8409,49.07777,91.00352,621.3843,652.3118
195.3726,48.15676,100.0734,614.4832,643.989
203.0366,46.52173,75.65762,651.6921,652.4801
184.7108,53.93501,79.36319,590.1491,651.6992
173.2039,33.15398,88.61999,573.2744,623.1057
174.897,44.84907,60.35588,609.4799,669.8352
179.9364,54.97311,75.2689,672.9944,635.4382
159.8115,49.41229,96.61908,602.3316,715.418
206.5634,38.39116,84.23083,595.339,678.8456
192.341,47.83605,81.2875,680.105,683.2567
170.9065,62.3713,104.5918,636.6777,686.3842
202.216,55.55167,102.8494,616.3331,725.772
184.326,56.5028,83.67112,627.9602,624.9922
182.3309,68.59457,94.69639,619.3235,639.6295
224.4112,52.21814,107.3018,568.6972,713.8917
211.5046,48.38983,86.04636,603.948,604.2026
203.8961,51.69844,130.7382,608.1326,630.7986
208.5847,57.86971,100.0926,581.2601,673.1287
245.7394,48.3351,138.2718,632.7875,673.936
299.416,38.02406,120.371,572.8129,671.108
261.4333,67.26747,146.9952,583.8587,715.7637
287.9202,85.12467,136.8691,555.0978,650.825
371.1549,78.32768,203.0375,523.3714,663.2116
363.7513,91.00261,210.09,487.275,661.2448
437.3473,78.97417,229.019,515.5759,676.3181
407.9605,94.84145,209.5302,436.002,645.5222
418.2601,88.93633,277.9179,493.0222,649.4018
434.4091,117.3741,243.5811,482.1422,648.2006
449.9674,102.9399,244.4557,424.3244,643.2798
396.984,119.0264,261.1736,440.6073,650.5377
465.3804,84.90293,230.7312,442.4065,640.5458
450.753,86.71793,267.1661,416.5354,638.6056
440.3668,71.74296,284.2874,459.5577,651.2216
451.5102,98.45889,248.7722,396.1087,663.072
491.9274,62.50556,240.1375,442.3184,660.7012
486.5474,73.02913,316.5147,412.6577,651.1468
464.8631,99.05119,248.3519,355.8634,647.8741
506.0107,100.9151,256.6002,423.1758,694.8697
476.998,90.26787,274.5685,399.7231,725.4003
466.0892,75.82341,280.6031,387.1078,610.9609
491.0563,84.70557,299.8372,420.3511,621.3093
486.3246,101.5704,275.4314,445.0212,666.5341
512.3381,96.98843,319.6127,383.3838,657.8492
508.5448,95.98556,277.8878,388.8022,639.1617
467.7724,123.0251,294.8808,362.2747,614.8657
537.5895,112.5162,296.4635,346.7804,657.6183
521.608,107.9428,297.8023,376.3789,629.162
502.9759,102.1505,294.3568,399.4867,673.2161
534.251,126.1941,279.4969,393.2151,647.9337
536.6924,72.69743,295.9818,374.1473,653.4755
471.5379,74.96246,249.1442,285.7938,600.4157
552.1832,79.71524,249.4232,328.7621,736.228
524.4263,93.78545,309.3938,334.9542,697.7656
551.3386,97.12928,345.6394,369.6044,689.9907
524.8264,102.5136,288.9831,398.7206,682.4466
547.3028,88.51746,317.3134,345.0193,709.0631
524.1171,79.34064,307.024,343.5096,737.2505
554.4687,82.46684,340.7803,317.2114,700.0165
516.659,102.0873,296.4265,342.963,700.8463
548.9318,110.4372,310.8853,377.9176,789.477
602.4107,96.33887,306.9315,314.7898,743.3624
621.0685,85.80907,317.0464,363.5893,741.0766
560.4262,94.67108,344.1679,318.5525,747.0392
577.0251,96.2496,315.1277,317.5114,732.1946
596.9226,98.27106,318.7975,303.5933,745.8694
574.4505,105.7923,347.1936,334.3541,701.2298
578.4569,103.8277,342.9388,283.4784,734.8089
585.7042,107.7872,299.8846,331.8293,718.0368
622.9286,93.54054,347.5608,260.8416,696.9557
642.6577,88.27333,341.99,294.1868,759.2613
633.7484,121.8292,321.005,301.5789,768.423
576.2127,133.8207,399.3561,318.1299,733.8627
653.5325,125.0238,390.4975,305.7247,680.3765
677.748,101.9389,354.6003,292.4845,727.2983
626.615,137.9918,405.0315,305.414,817.9042
587.085,169.8358,370.7601,287.1248,733.9122
562.0332,149.3733,394.9257,280.1241,745.1727
640.0131,172.2814,405.842,244.123,754.1617
537.1604,189.5336,466.1599,211.1041,730.319
610.524,188.0013,465.227,179.2172,819.7474
620.1968,194.1213,512.5949,207.6671,769.3497
570.2191,234.5096,488.8309,180.0254,699.1679
596.866,242.4339,522.4003,164.5181,763.3774
561.0497,258.3619,554.4307,152.6349,730.86
580.0132,244.4508,547.4504,175.9037,760.9384
551.1704,246.8788,599.7299,176.4576,764.3832
553.2761,206.4718,515.8582,159.7556,763.9479
499.97,298.9432,518.3452,158.2941,757.6227
634.8734,281.393,595.4236,181.6852,770.4725
547.7844,234.0857,549.9511,167.1843,763.0565
519.51,267.8369,582.2364,146.6748,799.3613
495.7704,305.6507,555.1844,155.9168,782.6852
433.9305,292.8042,600.1024,185.8051,770.9781
453.0238,328.2014,578.6537,173.0954,746.9672
455.4514,317.472,607.3757,180.3839,794.2498
414.6139,363.8429,623.009,177.3503,700.9064
367.3543,374.8123,607.491,156.901,788.187
350.5429,377.1571,623.9254,151.5649,789.568
319.1764,357.9123,706.5064,129.8528,806.4133
273.1337,428.0403,676.9936,160.2502,788.8655
267.0674,400.438,644.6812,167.3116,725.2126
228.3675,396.7326,701.9141,173.1257,782.9774
225.4435,423.7618,701.1031,176.6544,710.256
147.2744,474.7644,727.0553,148.19,787.2302
148.059,485.4214,738.585,146.8122,766.5504
137.4703,525.8184,745.4498,144.6242,770.6519
139.0951,474.3973,737.944,118.5515,747.3423
98.17179,506.5161,698.51,156.9793,778.9142
106.7974,528.2812,746.8459,146.3005,807.7285
96.591,517.598,660.1868,182.6644,755.3314
67.93226,511.9073,736.1865,190.3257,727.7869
53.18707,552.9727,768.7863,188.4047,773.0224
108.9962,541.6588,720.088,188.2126,728.0717
87.87983,511.1842,750.7489,154.5802,777.4332
73.70101,531.3416,683.5916,180.8086,711.5469
70.52539,486.1731,662.4176,219.0214,750.1574
84.90732,459.3034,669.8032,195.1399,744.9304
87.32845,483.4261,655.523,215.1816,773.5828
77.00488,466.9622,714.557,200.6879,757.3767
103.4319,436.7404,639.7369,233.195,745.8713
66.82157,259.1762,413.4922,187.7087,423.4114
102.3618,377.9053,619.7676,278.5242,719.9434
